year,id,state,age,pid_3,race_7,educ_6,gender,understanding_poli_issue,interest_public_affairs,income_group,marital_stat,trust_ppl,religion_importance,traditional_values,abortion_allowed,environment_regulation,defense_spending,protect_homosexuals,immigrants_change6,gun_control,treatment,nationality,race,pid,education
2020,2020365714,OH,57,1,1,6,Female,No response,,68 to 95 percentile,Married,Once in a while,"Yes, important",No response,"By law, a woman should always be able to obtain an",4,4,Favor,No response,No response,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020223155,UT,68,3,1,3,Male,Very well,,17 to 33 percentile,Married,About half the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,6,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020440288,TN,63,3,1,6,Female,Moderately well,,34 to 67 percentile,Married,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Regulations already too much of a burden on business,6,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020421614,FL,37,1,2,6,Female,Slightly well,,34 to 67 percentile,Never married,Once in a while,"Yes, important",Neither agree nor disagree,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment2,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020236328,KS,63,3,1,5,Female,Moderately well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,4,Favor,Decreased a little,More difficult,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020425494,KY,64,1,1,3,Female,No response,,No response,Divorced,About half the time,"Yes, important",No response,"By law, abortion should never be permitted",6,6,Favor,No response,No response,Treatment3,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020201186,AZ,24,3,1,6,Female,Slightly well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,Little to no importance,Disagree somewhat,DK; other,2,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020524582,HI,44,1,3,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,3,5,Favor,Same as now,Keep these rules about the same,Treatment2,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020460459,VA,25,1,1,6,Female,Moderately well,,0 to 16 percentile,Never married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020420116,CA,51,3,3,6,Female,Slightly well,,68 to 95 percentile,Never married,About half the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",4,4,Favor,Increased a little,More difficult,Treatment3,American,"Asian or Pacific Islander, non-Hispanic",Republican,BA level degrees; advanced degrees incl. LLB
2020,2020210869,NE,50,3,1,6,Male,Moderately well,,68 to 95 percentile,Married,Once in a while,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,3,4,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020412788,NC,34,1,1,6,Male,Extremely well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",2,3,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020200312,CA,59,1,5,2,Female,Very well,,17 to 33 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,2,Favor,Increased a lot,Keep these rules about the same,Treatment1,American,Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020362784,NE,52,3,1,4,Male,Moderately well,,0 to 16 percentile,Divorced,Once in a while,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,5,Favor,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020355335,IL,24,1,3,5,Female,Moderately well,,0 to 16 percentile,Never married,Once in a while,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Oppose,Increased a lot,No response,Treatment3,American,"Asian or Pacific Islander, non-Hispanic",Democrat,"Some college, no degree; junior/community college"
2020,2020411976,MD,48,2,2,5,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",4,4,Favor,Same as now,More difficult,Treatment1,American,Black non-Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020463274,AZ,48,3,1,6,Female,Slightly well,,17 to 33 percentile,Divorced,Most of the time,Little to no importance,Disagree somewhat,"The law should permit abortion only in case of rape,",3,4,Favor,Increased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020233114,NY,80,1,5,5,Female,No response,,No response,Widowed,Once in a while,"Yes, important",No response,No response,No response,Greatly increase defense spending,No response,No response,No response,Treatment1,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020450988,MS,0,1,2,2,Female,Moderately well,,0 to 16 percentile,Divorced,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",4,DK; haven't thought much about it,Oppose,Decreased a little,Keep these rules about the same,Treatment3,American,Black non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020434481,IL,53,2,1,2,Female,Moderately well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Never,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Independent,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020407106,MN,66,1,1,6,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020447333,LA,52,3,1,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",6,Greatly increase defense spending,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020353063,MD,0,1,2,5,Female,Moderately well,,0 to 16 percentile,Never married,Once in a while,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment2,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020232814,PA,39,3,1,6,Male,Very well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",4,3,Oppose,Increased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020355045,NJ,39,2,5,6,Female,Extremely well,,17 to 33 percentile,Married,About half the time,"Yes, important",Neither agree nor disagree,The law should permit abortion for reasons other than,4,4,Favor,Increased a lot,More difficult,Treatment3,American,Hispanic,Independent,BA level degrees; advanced degrees incl. LLB
2020,2020203182,NH,63,2,6,2,Female,Very well,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment3,American,"Other or multiple races, non-Hispanic",Independent,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020456467,NM,21,1,5,5,Male,Very well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a little,More difficult,Treatment1,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020407700,NY,50,1,1,6,Female,Moderately well,,68 to 95 percentile,Married,Once in a while,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",2,5,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020337191,NY,38,1,5,6,Female,No response,,34 to 67 percentile,Married,Once in a while,"Yes, important",No response,"By law, a woman should always be able to obtain an",3,3,Favor,No response,No response,Treatment3,American,Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020232784,OR,54,3,1,5,Female,Slightly well,,17 to 33 percentile,Divorced,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Decreased a lot,More difficult,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020362388,IL,28,3,1,6,Female,Very well,,0 to 16 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Oppose,Same as now,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020331995,AZ,46,1,1,6,Female,Moderately well,,34 to 67 percentile,Divorced,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020207931,FL,67,1,1,6,Female,Moderately well,,34 to 67 percentile,Never married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",3,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020534008,IN,27,3,1,5,Female,Not well at all,,17 to 33 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Once in a while,"Yes, important",Neither agree nor disagree,The law should permit abortion for reasons other than,DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020229177,TX,50,1,5,5,Female,Moderately well,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment3,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020201063,AZ,78,3,1,5,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Regulations already too much of a burden on business,6,Oppose,Decreased a little,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020225700,MI,80,1,2,5,Female,Moderately well,,17 to 33 percentile,Widowed,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment4,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020231057,KS,45,1,1,6,Female,Moderately well,,96 to 100 percentile,Married,About half the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",3,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020359283,NC,58,1,1,6,Female,Extremely well,,34 to 67 percentile,Never married,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020343226,MT,22,2,1,4,Female,No response,,96 to 100 percentile,Widowed,About half the time,Little to no importance,No response,"The law should permit abortion only in case of rape,",3,DK; haven't thought much about it,Favor,No response,No response,Treatment1,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020200138,WI,55,1,1,3,Male,Not well at all,,68 to 95 percentile,Married,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,DK; haven't thought much about it,Favor,Decreased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020228181,FL,66,3,4,5,Male,Extremely well,,17 to 33 percentile,Never married,Most of the time,Little to no importance,Agree strongly,The law should permit abortion for reasons other than,Regulations already too much of a burden on business,Greatly increase defense spending,Oppose,Decreased a little,Keep these rules about the same,Treatment1,American,American Indian or Alaska Native non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020433853,IL,75,1,1,5,Male,No response,,17 to 33 percentile,Widowed,Most of the time,"Yes, important",No response,"The law should permit abortion only in case of rape,",2,4,Favor,No response,No response,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020466167,GA,65,1,1,6,Male,Very well,,34 to 67 percentile,Never married,About half the time,Little to no importance,Neither agree nor disagree,The law should permit abortion for reasons other than,4,6,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020456016,OH,68,1,1,6,Female,Extremely well,,68 to 95 percentile,Married,Always,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,3,3,Favor,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020432546,CA,58,1,1,6,Female,Extremely well,,No response,Divorced,Once in a while,"Yes, important",No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a little,No response,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020200916,PA,0,3,1,5,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree strongly,"The law should permit abortion only in case of rape,",3,Greatly increase defense spending,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020331254,PA,0,3,1,2,Female,Moderately well,,96 to 100 percentile,Widowed,Once in a while,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,4,Oppose,Decreased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020405261,CA,76,3,1,3,Female,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,DK; other,Regulations already too much of a burden on business,Greatly increase defense spending,Favor,Decreased a little,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020465348,NC,19,3,6,5,Female,Moderately well,,96 to 100 percentile,Married,Most of the time,"Yes, important",Disagree somewhat,The law should permit abortion for reasons other than,4,DK; haven't thought much about it,Favor,Increased a little,Keep these rules about the same,Treatment1,American,"Other or multiple races, non-Hispanic",Republican,"Some college, no degree; junior/community college"
2020,2020423184,KS,59,1,1,6,Female,No response,,No response,Widowed,Most of the time,Little to no importance,No response,DK; other,2,4,Favor,No response,No response,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020206631,CA,53,1,1,6,Female,Very well,,96 to 100 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a lot,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020211626,MA,76,1,5,5,Male,No response,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",No response,No response,Much tougher regulations to protet the environment,2,Favor,No response,No response,Treatment3,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020449636,IL,51,3,1,6,Female,Moderately well,,No response,Divorced,About half the time,"Yes, important",Neither agree nor disagree,DK; other,4,DK; haven't thought much about it,Favor,No response,Make it easier,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020321424,OH,51,1,1,5,Female,No response,,34 to 67 percentile,Married,Once in a while,"Yes, important",No response,"By law, a woman should always be able to obtain an",5,4,Favor,No response,No response,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020322533,AL,36,3,1,6,Female,Very well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",DK; haven't thought much about it,Greatly increase defense spending,Favor,Same as now,More difficult,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020223926,PA,77,2,1,6,Male,Very well,,No response,Married,Most of the time,"Yes, important",Neither agree nor disagree,No response,2,2,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Independent,BA level degrees; advanced degrees incl. LLB
2020,2020226741,CO,30,3,1,6,Female,Moderately well,,0 to 16 percentile,Married,Once in a while,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",5,5,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020215598,AZ,64,3,1,3,Female,Moderately well,,17 to 33 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",Regulations already too much of a burden on business,4,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020438087,FL,77,3,1,5,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",4,6,Favor,Same as now,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020231989,MS,34,3,1,5,Female,Moderately well,,68 to 95 percentile,Married,About half the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",3,5,Oppose,Increased a little,More difficult,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020210739,VA,67,1,1,3,Male,Very well,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",2,4,Favor,Same as now,More difficult,Treatment2,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020228334,WI,50,2,1,6,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Same as now,Keep these rules about the same,Treatment2,American,White non-Hispanic,Independent,BA level degrees; advanced degrees incl. LLB
2020,2020213394,OH,72,1,1,3,Female,Slightly well,,0 to 16 percentile,Widowed,About half the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020437527,PA,50,1,1,6,Female,Very well,,68 to 95 percentile,Married,Once in a while,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Increased a lot,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020420246,NC,58,1,2,5,Female,Very well,,17 to 33 percentile,Widowed,Once in a while,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Decreased a little,More difficult,Treatment2,American,Black non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020456221,OR,55,2,5,5,Female,Slightly well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,Keep these rules about the same,Treatment3,American,Hispanic,Independent,"Some college, no degree; junior/community college"
2020,2020401344,CA,32,3,1,5,Male,Not well at all,,17 to 33 percentile,Never married,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",4,Greatly increase defense spending,Favor,Increased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020225786,NC,61,3,1,5,Female,Very well,,0 to 16 percentile,Married,About half the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",5,4,Favor,Decreased a little,More difficult,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020437398,NV,30,1,3,6,Female,Moderately well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a little,More difficult,Treatment4,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020359177,SC,71,1,2,2,Male,Very well,,17 to 33 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,5,Favor,Same as now,More difficult,Treatment1,American,Black non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020505888,MA,21,1,1,2,Female,No response,,0 to 16 percentile,Never married,Once in a while,Little to no importance,No response,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,3,Favor,No response,No response,Treatment2,American,White non-Hispanic,Democrat,"9-12 grades ('high school'), no diploma/equivalency; ; less than high school"
2020,2020314945,SC,69,3,1,4,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,3,Greatly increase defense spending,Favor,Decreased a lot,More difficult,Treatment4,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020418106,WI,60,1,1,6,Female,Moderately well,,0 to 16 percentile,Divorced,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,2,Favor,Increased a lot,More difficult,Treatment2,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020447012,OH,57,3,1,5,Female,Very well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",Much tougher regulations to protet the environment,Greatly decrease defense spending,Oppose,Increased a lot,More difficult,Treatment2,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020338552,MN,40,3,1,4,Female,Slightly well,,No response,"R not married/partnered, refused to say whether never married, divorced, sepa",About half the time,"Yes, important",Neither agree nor disagree,"By law, abortion should never be permitted",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Same as now,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020229870,CA,23,1,1,6,Female,Moderately well,,68 to 95 percentile,Never married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,6,Favor,Increased a lot,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020306586,FL,60,1,3,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Same as now,More difficult,Treatment4,American,"Asian or Pacific Islander, non-Hispanic",Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020455181,KS,72,3,1,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",5,4,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020431710,TN,67,3,1,5,Female,Moderately well,,17 to 33 percentile,Divorced,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,6,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020344090,MO,19,1,1,3,Male,Moderately well,,34 to 67 percentile,Never married,About half the time,Little to no importance,Disagree strongly,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,5,Favor,Increased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020339340,TX,42,3,1,3,Female,Slightly well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",DK; haven't thought much about it,DK; haven't thought much about it,Oppose,Decreased a lot,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020456764,TX,60,3,1,3,Male,Moderately well,,96 to 100 percentile,Married,About half the time,Little to no importance,Neither agree nor disagree,"The law should permit abortion only in case of rape,",3,5,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020202608,CA,69,1,5,4,Female,Slightly well,,17 to 33 percentile,Widowed,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",2,Greatly decrease defense spending,Favor,Same as now,Keep these rules about the same,Treatment1,American,Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020316477,FL,37,1,1,3,Male,Moderately well,,0 to 16 percentile,Married,Once in a while,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Increased a little,More difficult,Treatment3,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency"
2020,2020229139,MO,76,3,1,6,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,"By law, abortion should never be permitted",6,5,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020215918,IN,61,1,1,4,Female,Slightly well,,34 to 67 percentile,Divorced,About half the time,"Yes, important",Agree somewhat,"By law, abortion should never be permitted",DK; haven't thought much about it,6,Oppose,Decreased a little,Keep these rules about the same,Treatment1,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020522654,VA,49,1,1,5,Male,No response,,34 to 67 percentile,Married,Most of the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,No response,No response,Treatment4,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020362043,TX,55,1,5,5,Female,Moderately well,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,5,Favor,Same as now,More difficult,Treatment3,American,Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020229764,MI,43,1,1,5,Female,Very well,,17 to 33 percentile,Never married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Increased a little,Keep these rules about the same,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020410362,TX,76,3,1,6,Female,Very well,,34 to 67 percentile,Married,Most of the time,"Yes, important",Agree strongly,"The law should permit abortion only in case of rape,",3,6,Favor,Decreased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
